Timestamp,EquipmentId,EnergyConsumption,Humidity,ProductionRate
2026-02-07T22:00:00,EQP-001,1271.4,38.1,17.7
2026-02-07T22:30:00,EQP-001,1117.4,36.4,32.0
2026-02-07T23:00:00,EQP-001,465.0,37.8,0.0
2026-02-07T23:30:00,EQP-001,557.2,38.2,0.0
2026-02-08T00:00:00,EQP-001,360.8,39.3,0.0
2026-02-08T00:30:00,EQP-001,553.6,36.9,0.0
2026-02-08T01:00:00,EQP-001,360.7,38.6,0.0
2026-02-08T01:30:00,EQP-001,424.9,39.5,0.0
2026-02-08T02:00:00,EQP-001,484.7,37.1,0.0
2026-02-08T02:30:00,EQP-001,492.0,40.2,0.0
2026-02-08T03:00:00,EQP-001,446.8,37.0,0.0
2026-02-08T03:30:00,EQP-001,339.6,36.1,0.0
2026-02-08T04:00:00,EQP-001,364.6,37.7,0.0
2026-02-08T04:30:00,EQP-001,317.3,38.0,0.0
2026-02-08T05:00:00,EQP-001,315.1,36.8,0.0
2026-02-08T05:30:00,EQP-001,417.7,36.5,0.0
2026-02-08T06:00:00,EQP-001,1279.6,38.2,42.5
2026-02-08T06:30:00,EQP-001,1205.1,39.2,26.7
2026-02-08T07:00:00,EQP-001,1169.6,38.8,41.3
2026-02-08T07:30:00,EQP-001,1214.0,39.0,33.0
2026-02-08T08:00:00,EQP-001,1252.1,43.7,17.2
2026-02-08T08:30:00,EQP-001,1160.2,42.9,19.5
2026-02-08T09:00:00,EQP-001,1183.5,46.7,26.5
2026-02-08T09:30:00,EQP-001,1246.7,40.6,29.3
2026-02-08T10:00:00,EQP-001,1206.5,41.5,38.1
2026-02-08T10:30:00,EQP-001,1214.6,41.4,49.6
2026-02-08T11:00:00,EQP-001,1091.8,47.4,17.4
2026-02-08T11:30:00,EQP-001,1133.0,43.5,30.9
2026-02-08T12:00:00,EQP-001,1205.7,42.9,39.8
2026-02-08T12:30:00,EQP-001,1143.4,44.0,39.5
2026-02-08T13:00:00,EQP-001,1222.2,45.4,26.3
2026-02-08T13:30:00,EQP-001,1148.7,45.4,32.0
2026-02-08T14:00:00,EQP-001,1224.7,43.9,32.5
2026-02-08T14:30:00,EQP-001,1124.3,43.6,28.0
2026-02-08T15:00:00,EQP-001,1269.1,44.5,46.9
2026-02-08T15:30:00,EQP-001,1233.5,43.0,26.9
2026-02-08T16:00:00,EQP-001,1219.6,43.0,15.6
2026-02-08T16:30:00,EQP-001,1204.4,43.9,44.5
2026-02-08T17:00:00,EQP-001,1306.5,41.5,28.2
2026-02-08T17:30:00,EQP-001,1232.8,41.6,23.5
2026-02-08T18:00:00,EQP-001,1210.3,43.3,9.1
2026-02-08T18:30:00,EQP-001,1229.6,40.9,34.5
2026-02-08T19:00:00,EQP-001,1246.2,37.7,29.6
2026-02-08T19:30:00,EQP-001,1142.2,39.2,20.2
2026-02-08T20:00:00,EQP-001,1064.0,38.2,51.2
2026-02-08T20:30:00,EQP-001,1185.8,38.4,26.7
2026-02-08T21:00:00,EQP-001,1282.5,37.7,22.7
2026-02-08T21:30:00,EQP-001,1065.0,35.5,20.6
2026-02-08T22:00:00,EQP-001,1208.7,39.5,37.2
2026-02-08T22:30:00,EQP-001,1265.6,41.1,15.2
2026-02-08T23:00:00,EQP-001,373.4,38.9,0.0
2026-02-08T23:30:00,EQP-001,268.4,37.4,0.0
2026-02-09T00:00:00,EQP-001,541.4,38.3,0.0
2026-02-09T00:30:00,EQP-001,604.1,41.1,0.0
2026-02-09T01:00:00,EQP-001,637.3,37.8,0.0
2026-02-09T01:30:00,EQP-001,624.0,40.0,0.0
2026-02-09T02:00:00,EQP-001,613.2,38.8,0.0
2026-02-09T02:30:00,EQP-001,628.9,36.9,0.0
2026-02-09T03:00:00,EQP-001,569.4,38.9,0.0
2026-02-09T03:30:00,EQP-001,652.5,37.1,0.0
2026-02-09T04:00:00,EQP-001,450.4,39.2,0.0
2026-02-09T04:30:00,EQP-001,544.0,37.2,0.0
2026-02-09T05:00:00,EQP-001,737.0,39.2,0.0
2026-02-09T05:30:00,EQP-001,620.6,40.9,0.0
2026-02-09T06:00:00,EQP-001,3376.8,38.3,133.6
2026-02-09T06:30:00,EQP-001,3477.1,37.8,122.9
2026-02-09T07:00:00,EQP-001,3399.5,41.0,112.8
2026-02-09T07:30:00,EQP-001,3714.2,41.7,99.4
2026-02-09T08:00:00,EQP-001,3870.1,41.6,132.2
2026-02-09T08:30:00,EQP-001,3763.5,44.0,133.2
2026-02-09T09:00:00,EQP-001,3662.1,45.7,146.9
2026-02-09T09:30:00,EQP-001,3307.3,44.5,109.1
2026-02-09T10:00:00,EQP-001,3310.5,42.9,86.8
2026-02-09T10:30:00,EQP-001,3687.5,42.2,124.0
2026-02-09T11:00:00,EQP-001,3968.2,44.6,146.2
2026-02-09T11:30:00,EQP-001,3368.4,41.0,113.5
2026-02-09T12:00:00,EQP-001,3315.3,42.3,101.6
2026-02-09T12:30:00,EQP-001,3896.7,45.7,119.2
2026-02-09T13:00:00,EQP-001,3660.5,45.5,67.9
2026-02-09T13:30:00,EQP-001,3782.7,42.1,95.0
2026-02-09T14:00:00,EQP-001,3764.0,42.0,164.6
2026-02-09T14:30:00,EQP-001,3436.8,42.1,134.6
2026-02-09T15:00:00,EQP-001,3414.8,44.8,105.7
2026-02-09T15:30:00,EQP-001,3540.1,40.5,114.4
2026-02-09T16:00:00,EQP-001,3465.6,43.1,118.3
2026-02-09T16:30:00,EQP-001,3731.7,46.6,122.7
2026-02-09T17:00:00,EQP-001,3562.6,43.0,116.3
2026-02-09T17:30:00,EQP-001,3268.3,45.1,106.1
2026-02-09T18:00:00,EQP-001,3660.6,39.9,161.0
2026-02-09T18:30:00,EQP-001,3866.4,42.0,115.8
2026-02-09T19:00:00,EQP-001,3168.5,41.3,127.8
2026-02-09T19:30:00,EQP-001,3437.5,39.1,138.0
2026-02-09T20:00:00,EQP-001,3938.2,39.1,125.0
2026-02-09T20:30:00,EQP-001,3521.7,38.0,101.6
2026-02-09T21:00:00,EQP-001,3815.4,38.7,138.5
2026-02-09T21:30:00,EQP-001,4089.6,39.5,125.5
2026-02-09T22:00:00,EQP-001,3753.8,36.4,110.5
2026-02-09T22:30:00,EQP-001,3535.4,40.0,89.7
2026-02-09T23:00:00,EQP-001,542.9,37.4,0.0
2026-02-09T23:30:00,EQP-001,629.1,37.0,0.0
2026-02-10T00:00:00,EQP-001,662.3,38.5,0.0
2026-02-10T00:30:00,EQP-001,608.8,36.4,0.0
2026-02-10T01:00:00,EQP-001,528.4,39.4,0.0
2026-02-10T01:30:00,EQP-001,611.7,38.3,0.0
2026-02-10T02:00:00,EQP-001,547.9,37.2,0.0
2026-02-10T02:30:00,EQP-001,615.0,39.5,0.0
2026-02-10T03:00:00,EQP-001,712.2,34.2,0.0
2026-02-10T03:30:00,EQP-001,766.3,38.7,0.0
2026-02-10T04:00:00,EQP-001,560.1,36.0,0.0
2026-02-10T04:30:00,EQP-001,536.1,37.1,0.0
2026-02-10T05:00:00,EQP-001,485.5,38.4,0.0
2026-02-10T05:30:00,EQP-001,529.5,38.3,0.0
2026-02-10T06:00:00,EQP-001,3488.6,37.8,99.5
2026-02-10T06:30:00,EQP-001,3686.4,39.3,98.0
2026-02-10T07:00:00,EQP-001,3677.9,39.4,146.3
2026-02-10T07:30:00,EQP-001,3374.0,42.5,120.3
2026-02-10T08:00:00,EQP-001,3848.4,41.4,111.9
2026-02-10T08:30:00,EQP-001,3432.1,40.2,76.0
2026-02-10T09:00:00,EQP-001,3258.3,44.5,124.4
2026-02-10T09:30:00,EQP-001,3872.8,39.7,107.5
2026-02-10T10:00:00,EQP-001,3391.5,44.7,142.7
2026-02-10T10:30:00,EQP-001,3235.4,39.9,93.9
2026-02-10T11:00:00,EQP-001,3413.4,43.0,143.4
2026-02-10T11:30:00,EQP-001,3492.9,43.9,82.8
2026-02-10T12:00:00,EQP-001,3663.9,45.8,103.0
2026-02-10T12:30:00,EQP-001,3593.4,42.8,112.7
2026-02-10T13:00:00,EQP-001,3749.6,43.1,97.2
2026-02-10T13:30:00,EQP-001,3657.8,42.3,132.5
2026-02-10T14:00:00,EQP-001,3850.0,41.5,146.4
2026-02-10T14:30:00,EQP-001,3399.8,44.0,86.9
2026-02-10T15:00:00,EQP-001,3486.5,43.6,116.6
2026-02-10T15:30:00,EQP-001,3658.2,43.7,115.1
2026-02-10T16:00:00,EQP-001,3384.3,44.2,117.4
2026-02-10T16:30:00,EQP-001,3716.7,42.3,92.6
2026-02-10T17:00:00,EQP-001,4298.4,42.3,128.6
2026-02-10T17:30:00,EQP-001,3807.0,41.7,134.8
2026-02-10T18:00:00,EQP-001,3485.3,40.1,102.5
2026-02-10T18:30:00,EQP-001,3189.3,42.8,104.1
2026-02-10T19:00:00,EQP-001,3355.3,38.2,104.1
2026-02-10T19:30:00,EQP-001,3796.9,39.9,122.7
2026-02-10T20:00:00,EQP-001,3387.1,39.3,86.2
2026-02-10T20:30:00,EQP-001,3735.0,37.5,70.7
2026-02-10T21:00:00,EQP-001,3757.3,39.9,107.3
2026-02-10T21:30:00,EQP-001,3652.8,38.3,124.6
2026-02-10T22:00:00,EQP-001,3429.3,37.9,130.7
2026-02-10T22:30:00,EQP-001,3622.4,38.4,125.2
2026-02-10T23:00:00,EQP-001,787.3,36.6,0.0
2026-02-10T23:30:00,EQP-001,695.0,37.5,0.0
2026-02-11T00:00:00,EQP-001,560.5,39.2,0.0
2026-02-11T00:30:00,EQP-001,488.7,39.2,0.0
2026-02-11T01:00:00,EQP-001,453.0,40.3,0.0
2026-02-11T01:30:00,EQP-001,608.3,39.1,0.0
2026-02-11T02:00:00,EQP-001,546.0,37.8,0.0
2026-02-11T02:30:00,EQP-001,611.1,36.9,0.0
2026-02-11T03:00:00,EQP-001,646.2,38.6,0.0
2026-02-11T03:30:00,EQP-001,580.5,39.7,0.0
2026-02-11T04:00:00,EQP-001,668.8,35.3,0.0
2026-02-11T04:30:00,EQP-001,713.7,37.5,0.0
2026-02-11T05:00:00,EQP-001,634.6,39.0,0.0
2026-02-11T05:30:00,EQP-001,665.8,38.8,0.0
2026-02-11T06:00:00,EQP-001,3865.5,39.1,107.3
2026-02-11T06:30:00,EQP-001,3916.8,39.9,178.0
2026-02-11T07:00:00,EQP-001,3610.6,37.8,133.3
2026-02-11T07:30:00,EQP-001,3645.1,40.4,124.7
2026-02-11T08:00:00,EQP-001,3553.4,41.9,136.0
2026-02-11T08:30:00,EQP-001,3357.4,40.1,140.9
2026-02-11T09:00:00,EQP-001,3409.4,40.8,106.5
2026-02-11T09:30:00,EQP-001,3566.0,42.6,138.3
2026-02-11T10:00:00,EQP-001,3620.8,41.9,110.3
2026-02-11T10:30:00,EQP-001,3444.8,40.7,134.6
2026-02-11T11:00:00,EQP-001,3359.3,43.0,128.1
2026-02-11T11:30:00,EQP-001,3734.7,45.6,104.1
2026-02-11T12:00:00,EQP-001,3498.5,44.9,132.0
2026-02-11T12:30:00,EQP-001,3920.8,45.5,120.5
2026-02-11T13:00:00,EQP-001,3393.5,43.8,114.5
2026-02-11T13:30:00,EQP-001,3121.9,47.1,123.0
2026-02-11T14:00:00,EQP-001,3584.7,43.2,111.3
2026-02-11T14:30:00,EQP-001,4069.2,46.1,136.1
2026-02-11T15:00:00,EQP-001,3511.8,45.4,109.4
2026-02-11T15:30:00,EQP-001,3724.1,42.9,129.4
2026-02-11T16:00:00,EQP-001,3866.8,42.9,184.6
2026-02-11T16:30:00,EQP-001,3601.6,41.2,128.2
2026-02-11T17:00:00,EQP-001,3488.2,43.8,134.7
2026-02-11T17:30:00,EQP-001,3645.4,40.7,120.2
2026-02-11T18:00:00,EQP-001,3892.5,39.5,120.8
2026-02-11T18:30:00,EQP-001,3680.4,41.6,155.9
2026-02-11T19:00:00,EQP-001,3796.9,41.8,123.6
2026-02-11T19:30:00,EQP-001,3367.2,41.7,137.7
2026-02-11T20:00:00,EQP-001,3544.3,38.6,76.3
2026-02-11T20:30:00,EQP-001,3924.7,38.6,103.6
2026-02-11T21:00:00,EQP-001,3948.5,39.9,114.9
2026-02-11T21:30:00,EQP-001,3705.5,39.6,84.6
2026-02-11T22:00:00,EQP-001,3535.2,39.7,117.4
2026-02-11T22:30:00,EQP-001,3282.8,36.9,128.7
2026-02-11T23:00:00,EQP-001,695.0,36.3,0.0
2026-02-11T23:30:00,EQP-001,534.9,38.8,0.0
2026-02-12T00:00:00,EQP-001,636.4,38.4,0.0
2026-02-12T00:30:00,EQP-001,579.6,38.5,0.0
2026-02-12T01:00:00,EQP-001,609.1,38.1,0.0
2026-02-12T01:30:00,EQP-001,734.6,37.2,0.0
2026-02-12T02:00:00,EQP-001,688.5,38.9,0.0
2026-02-12T02:30:00,EQP-001,654.3,39.3,0.0
2026-02-12T03:00:00,EQP-001,582.6,37.4,0.0
2026-02-12T03:30:00,EQP-001,655.5,39.0,0.0
2026-02-12T04:00:00,EQP-001,557.4,39.3,0.0
2026-02-12T04:30:00,EQP-001,639.7,39.4,0.0
2026-02-12T05:00:00,EQP-001,672.0,41.0,0.0
2026-02-12T05:30:00,EQP-001,547.7,39.7,0.0
2026-02-12T06:00:00,EQP-001,3780.5,40.1,103.5
2026-02-12T06:30:00,EQP-001,3604.9,39.3,136.9
2026-02-12T07:00:00,EQP-001,3565.5,41.0,128.9
2026-02-12T07:30:00,EQP-001,3814.1,40.3,128.1
2026-02-12T08:00:00,EQP-001,3358.4,41.0,126.3
2026-02-12T08:30:00,EQP-001,3929.9,40.1,134.0
2026-02-12T09:00:00,EQP-001,3563.2,43.1,100.6
2026-02-12T09:30:00,EQP-001,3151.6,42.4,128.2
2026-02-12T10:00:00,EQP-001,3717.8,43.1,127.0
2026-02-12T10:30:00,EQP-001,4020.5,46.1,103.1
2026-02-12T11:00:00,EQP-001,3769.3,44.7,126.1
2026-02-12T11:30:00,EQP-001,4055.2,44.6,98.0
2026-02-12T12:00:00,EQP-001,3654.5,45.0,144.8
2026-02-12T12:30:00,EQP-001,3587.0,42.4,63.5
2026-02-12T13:00:00,EQP-001,3600.9,44.5,106.4
2026-02-12T13:30:00,EQP-001,3518.6,43.5,133.9
2026-02-12T14:00:00,EQP-001,3499.1,42.4,96.9
2026-02-12T14:30:00,EQP-001,3625.8,45.1,112.9
2026-02-12T15:00:00,EQP-001,4081.9,37.9,100.3
2026-02-12T15:30:00,EQP-001,3312.9,41.6,122.0
2026-02-12T16:00:00,EQP-001,3947.4,41.5,146.7
2026-02-12T16:30:00,EQP-001,3705.8,43.6,129.4
2026-02-12T17:00:00,EQP-001,3448.7,38.5,129.8
2026-02-12T17:30:00,EQP-001,3241.5,41.1,135.0
2026-02-12T18:00:00,EQP-001,4021.9,40.1,140.7
2026-02-12T18:30:00,EQP-001,3928.7,37.7,93.2
2026-02-12T19:00:00,EQP-001,3514.2,39.3,161.3
2026-02-12T19:30:00,EQP-001,3125.7,39.5,106.5
2026-02-12T20:00:00,EQP-001,3270.7,39.9,130.7
2026-02-12T20:30:00,EQP-001,3878.0,40.5,121.7
2026-02-12T21:00:00,EQP-001,4022.9,37.2,108.3
2026-02-12T21:30:00,EQP-001,3766.9,40.2,65.5
2026-02-12T22:00:00,EQP-001,3786.6,38.8,137.3
2026-02-12T22:30:00,EQP-001,3905.6,38.4,91.7
2026-02-12T23:00:00,EQP-001,577.9,39.1,0.0
2026-02-12T23:30:00,EQP-001,536.6,37.7,0.0
2026-02-13T00:00:00,EQP-001,550.3,37.4,0.0
2026-02-13T00:30:00,EQP-001,618.3,37.0,0.0
2026-02-13T01:00:00,EQP-001,628.6,38.3,0.0
2026-02-13T01:30:00,EQP-001,643.0,37.4,0.0
2026-02-13T02:00:00,EQP-001,535.6,38.9,0.0
2026-02-13T02:30:00,EQP-001,649.7,35.7,0.0
2026-02-13T03:00:00,EQP-001,678.2,39.3,0.0
2026-02-13T03:30:00,EQP-001,584.1,38.6,0.0
2026-02-13T04:00:00,EQP-001,564.1,42.7,0.0
2026-02-13T04:30:00,EQP-001,680.7,38.8,0.0
2026-02-13T05:00:00,EQP-001,590.0,38.7,0.0
2026-02-13T05:30:00,EQP-001,665.2,40.7,0.0
2026-02-13T06:00:00,EQP-001,3790.0,34.8,138.1
2026-02-13T06:30:00,EQP-001,3723.2,38.2,123.2
2026-02-13T07:00:00,EQP-001,3641.6,40.0,125.6
2026-02-13T07:30:00,EQP-001,3860.5,38.1,153.7
2026-02-13T08:00:00,EQP-001,3408.9,39.6,102.6
2026-02-13T08:30:00,EQP-001,3639.3,40.7,131.8
2026-02-13T09:00:00,EQP-001,3735.6,39.3,136.9
2026-02-13T09:30:00,EQP-001,4000.1,42.0,116.8
2026-02-13T10:00:00,EQP-001,3385.0,43.2,114.7
2026-02-13T10:30:00,EQP-001,3706.8,42.9,120.8
2026-02-13T11:00:00,EQP-001,3056.0,44.3,132.7
2026-02-13T11:30:00,EQP-001,3810.9,43.8,181.4
2026-02-13T12:00:00,EQP-001,3546.5,45.3,132.5
2026-02-13T12:30:00,EQP-001,3484.6,41.2,103.9
2026-02-13T13:00:00,EQP-001,3588.9,43.7,116.4
2026-02-13T13:30:00,EQP-001,3688.6,44.5,99.6
2026-02-13T14:00:00,EQP-001,4005.2,42.6,106.8
2026-02-13T14:30:00,EQP-001,3852.4,43.3,135.7
2026-02-13T15:00:00,EQP-001,3455.5,43.7,126.8
2026-02-13T15:30:00,EQP-001,3937.3,42.6,140.3
2026-02-13T16:00:00,EQP-001,3742.0,42.6,127.2
2026-02-13T16:30:00,EQP-001,3427.7,43.7,134.6
2026-02-13T17:00:00,EQP-001,3655.0,41.5,98.4
2026-02-13T17:30:00,EQP-001,3798.4,43.7,78.9
2026-02-13T18:00:00,EQP-001,3908.2,41.2,145.2
2026-02-13T18:30:00,EQP-001,3596.9,39.3,94.9
2026-02-13T19:00:00,EQP-001,3667.3,40.6,127.9
2026-02-13T19:30:00,EQP-001,3745.6,42.4,86.0
2026-02-13T20:00:00,EQP-001,3927.6,35.6,96.5
2026-02-13T20:30:00,EQP-001,3733.0,39.9,102.5
2026-02-13T21:00:00,EQP-001,3748.9,37.8,143.1
2026-02-13T21:30:00,EQP-001,3599.7,38.8,103.2
2026-02-13T22:00:00,EQP-001,3332.9,39.5,91.5
2026-02-13T22:30:00,EQP-001,3587.7,39.6,98.1
2026-02-13T23:00:00,EQP-001,509.2,37.3,0.0
2026-02-13T23:30:00,EQP-001,509.0,37.5,0.0
2026-02-07T00:00:00,EQP-002,755.4,39.4,0.0
2026-02-07T00:30:00,EQP-002,615.6,39.1,0.0
2026-02-07T01:00:00,EQP-002,583.6,37.8,0.0
2026-02-07T01:30:00,EQP-002,698.4,37.4,0.0
2026-02-07T02:00:00,EQP-002,560.0,37.4,0.0
2026-02-07T02:30:00,EQP-002,582.9,40.5,0.0
2026-02-07T03:00:00,EQP-002,474.8,39.1,0.0
2026-02-07T03:30:00,EQP-002,558.5,38.1,0.0
2026-02-07T04:00:00,EQP-002,750.5,39.4,0.0
2026-02-07T04:30:00,EQP-002,657.5,38.1,0.0
2026-02-07T05:00:00,EQP-002,735.5,36.9,0.0
2026-02-07T05:30:00,EQP-002,679.5,38.4,0.0
2026-02-07T06:00:00,EQP-002,1980.5,41.8,33.9
2026-02-07T06:30:00,EQP-002,1769.0,39.5,39.3
2026-02-07T07:00:00,EQP-002,1939.6,41.7,29.2
2026-02-07T07:30:00,EQP-002,2010.3,41.8,18.0
2026-02-07T08:00:00,EQP-002,1753.8,39.7,23.9
2026-02-07T08:30:00,EQP-002,1998.9,40.5,32.0
2026-02-07T09:00:00,EQP-002,1963.8,41.8,41.4
2026-02-07T09:30:00,EQP-002,1820.8,41.6,36.2
2026-02-07T10:00:00,EQP-002,1715.9,43.8,40.6
2026-02-07T10:30:00,EQP-002,1862.7,41.8,19.6
2026-02-07T11:00:00,EQP-002,1940.5,45.4,32.7
2026-02-07T11:30:00,EQP-002,1845.3,41.1,21.6
2026-02-07T12:00:00,EQP-002,1917.0,44.3,17.3
2026-02-07T12:30:00,EQP-002,1850.3,43.6,23.4
2026-02-07T13:00:00,EQP-002,1838.0,42.2,27.0
2026-02-07T13:30:00,EQP-002,1802.3,44.5,30.3
2026-02-07T14:00:00,EQP-002,1770.9,44.7,51.0
2026-02-07T14:30:00,EQP-002,2074.0,44.7,34.7
2026-02-07T15:00:00,EQP-002,2142.8,43.1,38.0
2026-02-07T15:30:00,EQP-002,1867.3,42.8,29.1
2026-02-07T16:00:00,EQP-002,1860.0,44.4,34.5
2026-02-07T16:30:00,EQP-002,1818.3,39.8,39.5
2026-02-07T17:00:00,EQP-002,1808.2,40.6,24.3
2026-02-07T17:30:00,EQP-002,1726.2,41.7,34.1
2026-02-07T18:00:00,EQP-002,1933.6,43.8,33.4
2026-02-07T18:30:00,EQP-002,1855.8,41.6,33.0
2026-02-07T19:00:00,EQP-002,1851.9,40.4,30.6
2026-02-07T19:30:00,EQP-002,1901.3,38.7,33.5
2026-02-07T20:00:00,EQP-002,1791.9,39.6,34.0
2026-02-07T20:30:00,EQP-002,1742.1,39.7,24.3
2026-02-07T21:00:00,EQP-002,1686.6,38.2,41.0
2026-02-07T21:30:00,EQP-002,1818.0,39.2,5.7
2026-02-07T22:00:00,EQP-002,1776.9,38.7,12.9
2026-02-07T22:30:00,EQP-002,2048.8,38.0,49.0
2026-02-07T23:00:00,EQP-002,557.9,39.2,0.0
2026-02-07T23:30:00,EQP-002,482.4,38.8,0.0
2026-02-08T00:00:00,EQP-002,658.2,41.4,0.0
2026-02-08T00:30:00,EQP-002,687.5,39.9,0.0
2026-02-08T01:00:00,EQP-002,536.7,37.1,0.0
2026-02-08T01:30:00,EQP-002,616.4,38.5,0.0
2026-02-08T02:00:00,EQP-002,587.8,33.9,0.0
2026-02-08T02:30:00,EQP-002,772.4,38.4,0.0
2026-02-08T03:00:00,EQP-002,668.6,36.9,0.0
2026-02-08T03:30:00,EQP-002,765.6,36.9,0.0
2026-02-08T04:00:00,EQP-002,785.7,39.5,0.0
2026-02-08T04:30:00,EQP-002,606.0,37.4,0.0
2026-02-08T05:00:00,EQP-002,711.4,40.1,0.0
2026-02-08T05:30:00,EQP-002,691.1,36.2,0.0
2026-02-08T06:00:00,EQP-002,1989.4,41.5,29.1
2026-02-08T06:30:00,EQP-002,2023.0,39.7,26.7
2026-02-08T07:00:00,EQP-002,1644.6,41.5,36.7
2026-02-08T07:30:00,EQP-002,1916.1,40.6,35.6
2026-02-08T08:00:00,EQP-002,1903.0,40.2,27.3
2026-02-08T08:30:00,EQP-002,1893.6,42.8,30.5
2026-02-08T09:00:00,EQP-002,1884.1,40.8,27.5
2026-02-08T09:30:00,EQP-002,1882.9,41.3,39.3
2026-02-08T10:00:00,EQP-002,1906.3,43.4,31.0
2026-02-08T10:30:00,EQP-002,1948.0,44.7,25.3
2026-02-08T11:00:00,EQP-002,1851.3,42.7,31.1
2026-02-08T11:30:00,EQP-002,1908.7,43.6,38.8
2026-02-08T12:00:00,EQP-002,1872.2,48.0,23.6
2026-02-08T12:30:00,EQP-002,1778.6,46.7,35.1
2026-02-08T13:00:00,EQP-002,1923.8,41.9,39.1
2026-02-08T13:30:00,EQP-002,1763.2,43.3,30.8
2026-02-08T14:00:00,EQP-002,1901.6,46.2,38.0
2026-02-08T14:30:00,EQP-002,2059.0,45.9,10.1
2026-02-08T15:00:00,EQP-002,1869.0,40.6,30.7
2026-02-08T15:30:00,EQP-002,1993.7,45.1,15.6
2026-02-08T16:00:00,EQP-002,1857.9,42.8,40.4
2026-02-08T16:30:00,EQP-002,2046.2,44.6,31.5
2026-02-08T17:00:00,EQP-002,2095.9,44.2,22.4
2026-02-08T17:30:00,EQP-002,1967.1,43.7,29.5
2026-02-08T18:00:00,EQP-002,1910.0,42.7,23.1
2026-02-08T18:30:00,EQP-002,1799.6,42.1,15.7
2026-02-08T19:00:00,EQP-002,1706.4,39.6,43.8
2026-02-08T19:30:00,EQP-002,1872.6,38.0,33.7
2026-02-08T20:00:00,EQP-002,1963.0,37.1,26.3
2026-02-08T20:30:00,EQP-002,1979.6,40.0,34.8
2026-02-08T21:00:00,EQP-002,1971.6,36.0,44.9
2026-02-08T21:30:00,EQP-002,1911.7,39.1,33.8
2026-02-08T22:00:00,EQP-002,1696.8,39.2,24.5
2026-02-08T22:30:00,EQP-002,1814.8,35.3,16.1
2026-02-08T23:00:00,EQP-002,498.3,37.4,0.0
2026-02-08T23:30:00,EQP-002,785.7,39.2,0.0
2026-02-09T00:00:00,EQP-002,1055.4,38.1,0.0
2026-02-09T00:30:00,EQP-002,910.7,36.8,0.0
2026-02-09T01:00:00,EQP-002,968.0,38.5,0.0
2026-02-09T01:30:00,EQP-002,877.6,37.4,0.0
2026-02-09T02:00:00,EQP-002,1065.5,39.7,0.0
2026-02-09T02:30:00,EQP-002,912.2,37.4,0.0
2026-02-09T03:00:00,EQP-002,980.1,37.1,0.0
