Timestamp,SegmentId,Temperature,MoistureContent,CycleTime
2026-02-09T03:30:00,SEG-001,84.1,4.2,109.9
2026-02-09T04:00:00,SEG-001,84.0,4.0,111.5
2026-02-09T04:30:00,SEG-001,83.8,4.0,117.0
2026-02-09T05:00:00,SEG-001,85.0,4.3,111.5
2026-02-09T05:30:00,SEG-001,84.7,4.0,110.3
2026-02-09T06:00:00,SEG-001,85.4,4.0,105.8
2026-02-09T06:30:00,SEG-001,85.6,4.1,106.7
2026-02-09T07:00:00,SEG-001,85.9,4.2,117.0
2026-02-09T07:30:00,SEG-001,86.1,3.9,110.2
2026-02-09T08:00:00,SEG-001,87.3,4.0,108.6
2026-02-09T08:30:00,SEG-001,87.6,4.0,106.1
2026-02-09T09:00:00,SEG-001,87.3,4.0,108.2
2026-02-09T09:30:00,SEG-001,87.1,4.0,110.3
2026-02-09T10:00:00,SEG-001,87.6,4.0,102.1
2026-02-09T10:30:00,SEG-001,87.4,4.1,112.8
2026-02-09T11:00:00,SEG-001,87.3,4.0,111.6
2026-02-09T11:30:00,SEG-001,87.5,4.0,108.3
2026-02-09T12:00:00,SEG-001,87.5,3.9,111.4
2026-02-09T12:30:00,SEG-001,87.8,3.9,103.7
2026-02-09T13:00:00,SEG-001,87.7,4.1,109.7
2026-02-09T13:30:00,SEG-001,87.5,4.0,108.2
2026-02-09T14:00:00,SEG-001,87.6,4.0,106.7
2026-02-09T14:30:00,SEG-001,88.2,4.0,108.4
2026-02-09T15:00:00,SEG-001,87.0,4.0,109.9
2026-02-09T15:30:00,SEG-001,87.0,4.1,113.1
2026-02-09T16:00:00,SEG-001,86.2,4.1,109.4
2026-02-09T16:30:00,SEG-001,86.5,4.0,105.5
2026-02-09T17:00:00,SEG-001,86.6,4.0,112.7
2026-02-09T17:30:00,SEG-001,86.2,4.1,110.1
2026-02-09T18:00:00,SEG-001,85.7,4.0,112.0
2026-02-09T18:30:00,SEG-001,85.4,3.9,115.0
2026-02-09T19:00:00,SEG-001,84.4,3.9,106.5
2026-02-09T19:30:00,SEG-001,84.2,4.2,109.5
2026-02-09T20:00:00,SEG-001,83.8,3.9,112.7
2026-02-09T20:30:00,SEG-001,83.5,4.0,111.5
2026-02-09T21:00:00,SEG-001,83.3,4.1,107.3
2026-02-09T21:30:00,SEG-001,83.5,4.2,113.7
2026-02-09T22:00:00,SEG-001,82.9,4.1,113.3
2026-02-09T22:30:00,SEG-001,83.0,4.0,112.3
2026-02-09T23:00:00,SEG-001,83.0,4.2,110.1
2026-02-09T23:30:00,SEG-001,82.8,4.0,114.4
2026-02-10T00:00:00,SEG-001,82.4,4.2,107.6
2026-02-10T00:30:00,SEG-001,82.9,4.2,106.8
2026-02-10T01:00:00,SEG-001,83.0,4.0,111.3
2026-02-10T01:30:00,SEG-001,83.0,4.0,109.3
2026-02-10T02:00:00,SEG-001,81.8,4.1,107.8
2026-02-10T02:30:00,SEG-001,82.4,4.1,110.1
2026-02-10T03:00:00,SEG-001,82.9,4.0,108.8
2026-02-10T03:30:00,SEG-001,83.8,4.1,113.7
2026-02-10T04:00:00,SEG-001,84.2,4.2,111.4
2026-02-10T04:30:00,SEG-001,83.4,4.0,115.4
2026-02-10T05:00:00,SEG-001,84.6,4.0,116.1
2026-02-10T05:30:00,SEG-001,84.1,4.0,107.6
2026-02-10T06:00:00,SEG-001,84.9,4.0,109.7
2026-02-10T06:30:00,SEG-001,84.9,4.1,111.7
2026-02-10T07:00:00,SEG-001,85.1,4.0,111.3
2026-02-10T07:30:00,SEG-001,85.9,4.2,110.2
2026-02-10T08:00:00,SEG-001,86.7,4.0,108.7
2026-02-10T08:30:00,SEG-001,86.9,4.0,109.2
2026-02-10T09:00:00,SEG-001,86.9,3.9,109.7
2026-02-10T09:30:00,SEG-001,86.7,4.0,113.0
2026-02-10T10:00:00,SEG-001,87.4,4.1,111.1
2026-02-10T10:30:00,SEG-001,87.4,4.0,103.6
2026-02-10T11:00:00,SEG-001,87.6,3.9,106.0
2026-02-10T11:30:00,SEG-001,87.9,3.9,110.9
2026-02-10T12:00:00,SEG-001,88.4,4.0,114.4
2026-02-10T12:30:00,SEG-001,87.4,4.0,109.9
2026-02-10T13:00:00,SEG-001,88.0,4.0,115.9
2026-02-10T13:30:00,SEG-001,87.4,3.9,111.5
2026-02-10T14:00:00,SEG-001,87.0,3.8,116.5
2026-02-10T14:30:00,SEG-001,87.6,3.9,116.2
2026-02-10T15:00:00,SEG-001,87.3,4.0,112.6
2026-02-10T15:30:00,SEG-001,87.5,4.0,108.1
2026-02-10T16:00:00,SEG-001,85.9,4.0,113.1
2026-02-10T16:30:00,SEG-001,86.3,4.0,110.7
2026-02-10T17:00:00,SEG-001,85.8,4.0,107.6
2026-02-10T17:30:00,SEG-001,86.2,4.0,110.7
2026-02-10T18:00:00,SEG-001,85.1,4.3,112.9
2026-02-10T18:30:00,SEG-001,85.5,4.1,103.4
2026-02-10T19:00:00,SEG-001,84.9,4.1,107.4
2026-02-10T19:30:00,SEG-001,84.4,4.1,111.4
2026-02-10T20:00:00,SEG-001,84.3,4.1,111.4
2026-02-10T20:30:00,SEG-001,83.7,4.1,114.1
2026-02-10T21:00:00,SEG-001,83.8,4.1,109.4
2026-02-10T21:30:00,SEG-001,84.2,4.2,111.5
2026-02-10T22:00:00,SEG-001,82.9,4.2,107.4
2026-02-10T22:30:00,SEG-001,83.3,4.3,110.7
2026-02-10T23:00:00,SEG-001,82.6,4.1,112.9
2026-02-10T23:30:00,SEG-001,82.2,4.1,106.2
2026-02-11T00:00:00,SEG-001,83.4,4.2,112.3
2026-02-11T00:30:00,SEG-001,83.9,4.1,107.6
2026-02-11T01:00:00,SEG-001,82.1,4.0,115.0
2026-02-11T01:30:00,SEG-001,82.5,4.1,117.4
2026-02-11T02:00:00,SEG-001,83.3,4.2,110.2
2026-02-11T02:30:00,SEG-001,83.5,4.3,115.8
2026-02-11T03:00:00,SEG-001,83.5,4.1,102.8
2026-02-11T03:30:00,SEG-001,83.9,4.1,113.5
2026-02-11T04:00:00,SEG-001,84.3,3.9,108.7
2026-02-11T04:30:00,SEG-001,83.2,4.2,114.4
2026-02-11T05:00:00,SEG-001,84.8,4.1,116.4
2026-02-11T05:30:00,SEG-001,85.0,4.1,111.9
2026-02-11T06:00:00,SEG-001,85.3,4.2,110.3
2026-02-11T06:30:00,SEG-001,85.9,4.1,116.8
2026-02-11T07:00:00,SEG-001,86.1,3.9,117.0
2026-02-11T07:30:00,SEG-001,86.1,4.2,110.0
2026-02-11T08:00:00,SEG-001,86.6,4.1,115.0
2026-02-11T08:30:00,SEG-001,86.9,4.0,112.4
2026-02-11T09:00:00,SEG-001,87.2,4.0,109.9
2026-02-11T09:30:00,SEG-001,86.9,4.1,104.9
2026-02-11T10:00:00,SEG-001,87.4,4.0,112.5
2026-02-11T10:30:00,SEG-001,87.5,4.0,106.2
2026-02-11T11:00:00,SEG-001,88.0,4.1,109.9
2026-02-11T11:30:00,SEG-001,87.9,4.1,113.3
2026-02-11T12:00:00,SEG-001,87.8,4.1,104.2
2026-02-11T12:30:00,SEG-001,88.3,3.9,104.4
2026-02-11T13:00:00,SEG-001,87.7,3.9,111.8
2026-02-11T13:30:00,SEG-001,88.1,4.1,115.3
2026-02-11T14:00:00,SEG-001,88.1,4.1,114.9
2026-02-11T14:30:00,SEG-001,87.9,3.9,107.0
2026-02-11T15:00:00,SEG-001,87.0,3.9,110.7
2026-02-11T15:30:00,SEG-001,86.6,4.0,107.1
2026-02-11T16:00:00,SEG-001,86.8,4.0,112.4
2026-02-11T16:30:00,SEG-001,87.2,4.1,110.9
2026-02-11T17:00:00,SEG-001,86.3,4.0,114.3
2026-02-11T17:30:00,SEG-001,86.4,4.0,114.0
2026-02-11T18:00:00,SEG-001,85.2,4.2,113.0
2026-02-11T18:30:00,SEG-001,84.7,4.1,110.6
2026-02-11T19:00:00,SEG-001,84.7,4.1,106.8
2026-02-11T19:30:00,SEG-001,84.4,4.1,107.5
2026-02-11T20:00:00,SEG-001,83.6,3.9,110.6
2026-02-11T20:30:00,SEG-001,83.3,4.1,109.6
2026-02-11T21:00:00,SEG-001,83.0,4.1,114.5
2026-02-11T21:30:00,SEG-001,83.2,4.2,112.1
2026-02-11T22:00:00,SEG-001,82.9,4.1,108.3
2026-02-11T22:30:00,SEG-001,82.2,4.2,105.5
2026-02-11T23:00:00,SEG-001,82.2,4.2,114.2
2026-02-11T23:30:00,SEG-001,81.9,4.1,113.1
2026-02-12T00:00:00,SEG-001,82.5,4.0,108.3
2026-02-12T00:30:00,SEG-001,82.7,4.2,108.7
2026-02-12T01:00:00,SEG-001,82.7,4.2,114.4
2026-02-12T01:30:00,SEG-001,82.8,4.1,110.0
2026-02-12T02:00:00,SEG-001,83.5,4.1,116.3
2026-02-12T02:30:00,SEG-001,82.3,4.0,113.7
2026-02-12T03:00:00,SEG-001,83.9,4.2,105.2
2026-02-12T03:30:00,SEG-001,83.6,4.1,107.3
2026-02-12T04:00:00,SEG-001,83.3,4.0,112.7
2026-02-12T04:30:00,SEG-001,83.4,4.2,107.2
2026-02-12T05:00:00,SEG-001,84.3,4.0,109.4
2026-02-12T05:30:00,SEG-001,84.4,4.2,111.9
2026-02-12T06:00:00,SEG-001,85.5,4.1,107.1
2026-02-12T06:30:00,SEG-001,85.8,4.0,112.8
2026-02-12T07:00:00,SEG-001,85.7,4.0,107.0
2026-02-12T07:30:00,SEG-001,86.1,4.2,110.7
2026-02-12T08:00:00,SEG-001,86.6,4.0,109.3
2026-02-12T08:30:00,SEG-001,86.3,4.1,111.8
2026-02-12T09:00:00,SEG-001,86.9,4.0,107.6
2026-02-12T09:30:00,SEG-001,86.3,4.1,113.3
2026-02-12T10:00:00,SEG-001,87.7,4.1,111.3
2026-02-12T10:30:00,SEG-001,87.2,3.9,114.5
2026-02-12T11:00:00,SEG-001,87.8,4.1,109.4
2026-02-12T11:30:00,SEG-001,87.2,4.0,115.7
2026-02-12T12:00:00,SEG-001,87.3,4.0,118.4
2026-02-12T12:30:00,SEG-001,87.5,3.9,112.1
2026-02-12T13:00:00,SEG-001,88.3,4.1,105.7
2026-02-12T13:30:00,SEG-001,88.1,3.8,111.0
2026-02-12T14:00:00,SEG-001,86.8,3.9,107.9
2026-02-12T14:30:00,SEG-001,88.1,3.9,107.6
2026-02-12T15:00:00,SEG-001,86.7,4.1,114.0
2026-02-12T15:30:00,SEG-001,86.5,4.0,109.6
2026-02-12T16:00:00,SEG-001,86.4,3.9,104.2
2026-02-12T16:30:00,SEG-001,86.6,4.0,105.0
2026-02-12T17:00:00,SEG-001,86.0,4.0,112.9
2026-02-12T17:30:00,SEG-001,86.1,4.1,104.8
2026-02-12T18:00:00,SEG-001,85.2,4.1,113.0
2026-02-12T18:30:00,SEG-001,86.3,4.0,114.0
2026-02-12T19:00:00,SEG-001,84.8,4.1,103.8
2026-02-12T19:30:00,SEG-001,84.8,4.1,111.8
2026-02-12T20:00:00,SEG-001,83.3,3.9,109.7
2026-02-12T20:30:00,SEG-001,84.9,4.0,113.7
2026-02-12T21:00:00,SEG-001,83.9,4.1,111.2
2026-02-12T21:30:00,SEG-001,83.6,4.1,111.4
2026-02-12T22:00:00,SEG-001,83.2,4.1,112.2
2026-02-12T22:30:00,SEG-001,82.8,4.1,109.1
2026-02-12T23:00:00,SEG-001,82.1,4.1,109.7
2026-02-12T23:30:00,SEG-001,82.4,4.0,115.6
2026-02-13T00:00:00,SEG-001,83.7,4.0,114.4
2026-02-13T00:30:00,SEG-001,82.5,4.2,109.5
2026-02-13T01:00:00,SEG-001,82.4,4.1,111.6
2026-02-13T01:30:00,SEG-001,83.0,4.1,108.8
2026-02-13T02:00:00,SEG-001,83.0,4.0,114.7
2026-02-13T02:30:00,SEG-001,82.9,4.1,109.2
2026-02-13T03:00:00,SEG-001,82.3,4.2,106.6
2026-02-13T03:30:00,SEG-001,82.9,4.1,110.4
2026-02-13T04:00:00,SEG-001,84.1,4.1,114.2
2026-02-13T04:30:00,SEG-001,83.9,3.9,111.4
2026-02-13T05:00:00,SEG-001,84.8,4.1,109.2
2026-02-13T05:30:00,SEG-001,84.3,4.2,110.9
2026-02-13T06:00:00,SEG-001,85.7,4.0,113.1
2026-02-13T06:30:00,SEG-001,84.1,4.1,109.6
2026-02-13T07:00:00,SEG-001,86.0,4.0,114.1
2026-02-13T07:30:00,SEG-001,85.6,4.0,111.5
2026-02-13T08:00:00,SEG-001,86.7,4.1,109.9
2026-02-13T08:30:00,SEG-001,86.4,4.0,111.2
2026-02-13T09:00:00,SEG-001,87.5,3.8,115.4
2026-02-13T09:30:00,SEG-001,87.2,4.1,107.9
2026-02-13T10:00:00,SEG-001,88.0,3.9,112.4
2026-02-13T10:30:00,SEG-001,87.6,3.9,111.3
2026-02-13T11:00:00,SEG-001,88.7,3.9,110.8
2026-02-13T11:30:00,SEG-001,87.2,4.2,113.9
2026-02-13T12:00:00,SEG-001,88.1,4.1,105.4
2026-02-13T12:30:00,SEG-001,86.5,3.9,107.1
2026-02-13T13:00:00,SEG-001,87.5,3.9,106.5
2026-02-13T13:30:00,SEG-001,88.1,4.0,111.0
2026-02-13T14:00:00,SEG-001,87.5,4.0,108.9
2026-02-13T14:30:00,SEG-001,87.0,4.1,105.2
2026-02-13T15:00:00,SEG-001,87.4,4.1,111.0
2026-02-13T15:30:00,SEG-001,86.7,4.1,115.1
2026-02-13T16:00:00,SEG-001,86.3,4.0,110.2
2026-02-13T16:30:00,SEG-001,86.6,4.0,112.3
2026-02-13T17:00:00,SEG-001,85.6,4.1,111.9
2026-02-13T17:30:00,SEG-001,85.3,4.0,103.1
2026-02-13T18:00:00,SEG-001,85.5,4.1,111.2
2026-02-13T18:30:00,SEG-001,85.1,4.1,111.5
2026-02-13T19:00:00,SEG-001,85.0,4.0,114.3
2026-02-13T19:30:00,SEG-001,84.7,4.2,111.1
2026-02-13T20:00:00,SEG-001,84.3,4.0,119.3
2026-02-13T20:30:00,SEG-001,84.0,4.1,109.3
2026-02-13T21:00:00,SEG-001,83.4,4.1,106.6
2026-02-13T21:30:00,SEG-001,83.6,4.0,113.2
2026-02-13T22:00:00,SEG-001,82.2,4.1,108.7
2026-02-13T22:30:00,SEG-001,83.5,4.0,119.7
2026-02-13T23:00:00,SEG-001,82.2,4.1,113.5
2026-02-13T23:30:00,SEG-001,82.9,4.1,117.0
2026-02-07T00:00:00,SEG-002,21.9,5.6,2.7
2026-02-07T00:30:00,SEG-002,22.0,5.5,2.6
2026-02-07T01:00:00,SEG-002,22.0,5.4,2.8
2026-02-07T01:30:00,SEG-002,21.8,5.2,2.7
2026-02-07T02:00:00,SEG-002,21.9,5.6,2.7
2026-02-07T02:30:00,SEG-002,21.8,5.6,2.6
2026-02-07T03:00:00,SEG-002,22.1,5.3,2.7
2026-02-07T03:30:00,SEG-002,22.1,5.5,2.6
2026-02-07T04:00:00,SEG-002,22.3,5.4,2.6
2026-02-07T04:30:00,SEG-002,22.4,5.4,2.8
2026-02-07T05:00:00,SEG-002,22.2,5.3,2.6
2026-02-07T05:30:00,SEG-002,22.3,5.3,2.7
2026-02-07T06:00:00,SEG-002,22.7,5.5,2.7
2026-02-07T06:30:00,SEG-002,22.5,5.4,2.7
2026-02-07T07:00:00,SEG-002,22.8,5.4,2.6
2026-02-07T07:30:00,SEG-002,22.9,5.4,2.7
2026-02-07T08:00:00,SEG-002,22.9,5.3,2.7
2026-02-07T08:30:00,SEG-002,22.9,5.2,2.6
2026-02-07T09:00:00,SEG-002,22.9,5.3,2.6
2026-02-07T09:30:00,SEG-002,22.8,5.4,2.7
2026-02-07T10:00:00,SEG-002,23.0,5.5,2.6
2026-02-07T10:30:00,SEG-002,23.3,5.3,2.7
2026-02-07T11:00:00,SEG-002,23.2,5.5,2.6
2026-02-07T11:30:00,SEG-002,23.3,5.4,2.6
2026-02-07T12:00:00,SEG-002,23.5,5.2,2.6
2026-02-07T12:30:00,SEG-002,23.4,5.1,2.6
2026-02-07T13:00:00,SEG-002,23.2,5.4,2.7
2026-02-07T13:30:00,SEG-002,23.3,5.2,2.6
2026-02-07T14:00:00,SEG-002,23.3,5.4,2.6
2026-02-07T14:30:00,SEG-002,23.3,5.4,2.6
2026-02-07T15:00:00,SEG-002,22.9,5.5,2.6
2026-02-07T15:30:00,SEG-002,23.0,5.4,2.6
2026-02-07T16:00:00,SEG-002,22.8,5.4,2.6
2026-02-07T16:30:00,SEG-002,23.1,5.3,2.7
2026-02-07T17:00:00,SEG-002,22.8,5.7,2.6
2026-02-07T17:30:00,SEG-002,22.7,5.4,2.6
2026-02-07T18:00:00,SEG-002,22.8,5.5,2.7
2026-02-07T18:30:00,SEG-002,22.8,5.2,2.8
2026-02-07T19:00:00,SEG-002,22.5,5.3,2.6
2026-02-07T19:30:00,SEG-002,22.3,5.3,2.7
2026-02-07T20:00:00,SEG-002,22.3,5.5,2.8
2026-02-07T20:30:00,SEG-002,22.1,5.7,2.7
2026-02-07T21:00:00,SEG-002,22.2,5.5,2.7
2026-02-07T21:30:00,SEG-002,22.2,5.4,2.9
2026-02-07T22:00:00,SEG-002,22.1,5.5,2.7
2026-02-07T22:30:00,SEG-002,21.9,5.6,2.6
2026-02-07T23:00:00,SEG-002,21.9,5.5,2.5
2026-02-07T23:30:00,SEG-002,22.1,5.5,2.7
2026-02-08T00:00:00,SEG-002,21.9,5.3,2.6
2026-02-08T00:30:00,SEG-002,21.9,5.7,2.6
2026-02-08T01:00:00,SEG-002,21.9,5.4,2.6
2026-02-08T01:30:00,SEG-002,21.9,5.6,2.6
2026-02-08T02:00:00,SEG-002,22.2,5.6,2.6
2026-02-08T02:30:00,SEG-002,21.9,5.4,2.7
2026-02-08T03:00:00,SEG-002,22.1,5.5,2.7
2026-02-08T03:30:00,SEG-002,22.0,5.5,2.7
2026-02-08T04:00:00,SEG-002,22.3,5.4,2.7
2026-02-08T04:30:00,SEG-002,22.3,5.5,2.8
2026-02-08T05:00:00,SEG-002,22.4,5.3,2.6
2026-02-08T05:30:00,SEG-002,22.6,5.5,2.8
2026-02-08T06:00:00,SEG-002,22.5,5.3,2.6
2026-02-08T06:30:00,SEG-002,22.5,5.3,2.7
2026-02-08T07:00:00,SEG-002,22.4,5.6,2.6
2026-02-08T07:30:00,SEG-002,22.8,5.3,2.7
2026-02-08T08:00:00,SEG-002,23.0,5.1,2.6
2026-02-08T08:30:00,SEG-002,22.9,5.3,2.6
2026-02-08T09:00:00,SEG-002,23.0,5.5,2.7
2026-02-08T09:30:00,SEG-002,23.3,5.4,2.7
2026-02-08T10:00:00,SEG-002,23.3,5.4,2.7
2026-02-08T10:30:00,SEG-002,23.4,5.4,2.7
2026-02-08T11:00:00,SEG-002,23.4,5.4,2.6
2026-02-08T11:30:00,SEG-002,23.2,5.2,2.7
2026-02-08T12:00:00,SEG-002,23.3,5.4,2.7
2026-02-08T12:30:00,SEG-002,23.3,5.3,2.7
2026-02-08T13:00:00,SEG-002,23.3,5.2,2.6
2026-02-08T13:30:00,SEG-002,23.1,5.3,2.7
2026-02-08T14:00:00,SEG-002,23.2,5.3,2.6
2026-02-08T14:30:00,SEG-002,23.1,5.3,2.6
2026-02-08T15:00:00,SEG-002,23.2,5.1,2.8
2026-02-08T15:30:00,SEG-002,23.1,5.1,2.7
2026-02-08T16:00:00,SEG-002,22.9,5.4,2.6
2026-02-08T16:30:00,SEG-002,23.0,5.4,2.7
2026-02-08T17:00:00,SEG-002,22.8,5.4,2.8
2026-02-08T17:30:00,SEG-002,22.8,5.4,2.5
2026-02-08T18:00:00,SEG-002,22.6,5.3,2.5
2026-02-08T18:30:00,SEG-002,22.8,5.5,2.6
2026-02-08T19:00:00,SEG-002,22.4,5.4,2.5
2026-02-08T19:30:00,SEG-002,22.3,5.2,2.6
2026-02-08T20:00:00,SEG-002,22.2,5.6,2.7
2026-02-08T20:30:00,SEG-002,22.1,5.3,2.7
2026-02-08T21:00:00,SEG-002,22.3,5.5,2.6
2026-02-08T21:30:00,SEG-002,22.1,5.6,2.7
2026-02-08T22:00:00,SEG-002,21.9,5.5,2.8
2026-02-08T22:30:00,SEG-002,22.2,5.3,2.6
2026-02-08T23:00:00,SEG-002,22.0,5.6,2.7
2026-02-08T23:30:00,SEG-002,21.9,5.5,2.7
2026-02-09T00:00:00,SEG-002,21.7,5.6,2.6
2026-02-09T00:30:00,SEG-002,22.1,5.5,2.8
2026-02-09T01:00:00,SEG-002,22.0,5.4,2.7
2026-02-09T01:30:00,SEG-002,22.0,5.3,2.7
2026-02-09T02:00:00,SEG-002,22.0,5.4,2.7
2026-02-09T02:30:00,SEG-002,22.2,5.4,2.7
2026-02-09T03:00:00,SEG-002,22.1,5.6,2.8
2026-02-09T03:30:00,SEG-002,22.0,5.2,2.7
2026-02-09T04:00:00,SEG-002,22.1,5.5,2.8
2026-02-09T04:30:00,SEG-002,22.3,5.5,2.6
2026-02-09T05:00:00,SEG-002,22.4,5.6,2.6
2026-02-09T05:30:00,SEG-002,22.5,5.4,2.6
2026-02-09T06:00:00,SEG-002,22.8,5.4,2.7
2026-02-09T06:30:00,SEG-002,22.7,5.3,2.7
2026-02-09T07:00:00,SEG-002,22.6,5.3,2.5
2026-02-09T07:30:00,SEG-002,22.7,5.3,2.6
2026-02-09T08:00:00,SEG-002,22.8,5.4,2.7
